MovieName,Year,IMDbRating,IMDbVotes,Awards,Language,AltText
Same Same But Different,2009,6.8,1648,404,"German,English,Khmer","same same but different,same same but different 2009"
Samrat & Co.,2014,6.4,865,404,Hindi,"samrat co,samrat co 2014,Samrat Co,samratco"
Samoan Wedding,2006,6.4,1395,404,English,"samoan wedding,samoan wedding 2006"
Reservation Road,2007,6.7,20350,404,English,"reservation road,reservation road 2007"
Resident Evil: Vendetta,2017,6.3,7971,404,"English,Japanese","resident evil vendetta,resident evil vendetta 2017,Resident Evil Vendetta,residentevilvendetta"
Resident Evil,2002,6.7,225203,404,English,"resident evil,resident evil 2002"
Resident Advisors,2015,6.8,684,404,English,"resident advisors,resident advisors 2015"
Residue,2015,5.4,1885,404,English,"residue,residue 2015"
Resident Evil: Afterlife,2010,5.9,149215,404,"English,Japanese,Spanish","resident evil afterlife,resident evil afterlife 2010,Resident Evil Afterlife,residentevilafterlife"
Resident Evil: Retribution,2012,5.4,121929,404,"English,American Sign Language","resident evil retribution,resident evil retribution 2012,Resident Evil Retribution,residentevilretribution"
Resident Evil: Extinction,2007,6.3,168988,404,English,"resident evil extinction,resident evil extinction 2007,Resident Evil Extinction,residentevilextinction"
Resident Evil: Apocalypse,2004,6.2,170820,404,English,"resident evil apocalypse,resident evil apocalypse 2004,Resident Evil Apocalypse,residentevilapocalypse"
Restless,2012,7.2,2411,404,English,"restless,restless 2012"
Restaurant: Impossible,2011,6.9,1384,404,English,"restaurant impossible,restaurant impossible 2011,Restaurant Impossible,restaurantimpossible"
Restless Virgins,2013,5.8,716,404,English,"restless virgins,restless virgins 2013"
Return to Nuke 'Em High Volume 1,2013,5.5,1521,404,English,"return to nuke em high volume 1,return to nuke em high volume 1 2013,Return to Nuke Em High Volume 1,returntonukeemhighvolume1"
Roman,2006,5.6,1208,404,English,"roman,roman 2006"
Romance & Cigarettes,2005,6.3,10716,404,English,"romance cigarettes,romance cigarettes 2005,Romance Cigarettes,romancecigarettes"
From Subway with Love,2005,5.9,659,404,"English,Czech","from subway with love,from subway with love 2005"
Rok Sako To Rok Lo,2004,6.5,1793,404,Hindi,"rok sako to rok lo,rok sako to rok lo 2004"
"Roman J. Israel, Esq.",2017,6.4,17996,404,English,"roman j israel esq,roman j israel esq 2017,Roman J Israel Esq,romanjisraelesq"
Rocky Handsome,2016,6.8,6019,404,Hindi,"rocky handsome,rocky handsome 2016"
Roger Dodger,2002,7,16009,404,"English,German","roger dodger,roger dodger 2002"
Rogue,2007,6.2,24569,404,English,"rogue,rogue 2007"
Rocky Balboa,2006,7.2,182728,404,"English,Spanish","rocky balboa,rocky balboa 2006"
Return to Zero,2014,6.5,738,404,English,"return to zero,return to zero 2014"
Reunion,2005,7.9,1032,404,English,"reunion,reunion 2005"
Revelation Road 2: The Sea of Glass and Fire,2013,5.3,741,404,English,"revelation road 2 the sea of glass and fire,revelation road 2 the sea of glass and fire 2013,Revelation Road 2 The Sea of Glass and Fire,revelationroad2theseaofglassandfire"
Return to Sender,2015,5.1,10105,404,English,"return to sender,return to sender 2015"
Return to the Batcave: The Misadventures of Adam and Burt,2003,6.7,1649,404,English,"return to the batcave the misadventures of adam and burt,return to the batcave the misadventures of adam and burt 2003,Return to the Batcave The Misadventures of Adam and Burt,returntothebatcavethemisadventuresofadamandburt"
Returner,2002,6.5,10632,404,"Japanese,English,Mandarin","returner,returner 2002"
Peter Pan II: Return to Neverland,2002,5.8,15570,404,English,"peter pan ii return to neverland,peter pan ii return to neverland 2002,Peter Pan II Return to Neverland,peterpaniireturntoneverland"
Revelator,2017,8.2,729,404,English,"revelator,revelator 2017"
Revenge of the Green Dragons,2014,5.3,3158,404,"English,Chinese","revenge of the green dragons,revenge of the green dragons 2014"
Results,2015,5.4,5397,404,"English,Japanese","results,results 2015"
Revenge of the Bridesmaids,2010,6.1,5060,404,English,"revenge of the bridesmaids,revenge of the bridesmaids 2010"
R.S.V.P.,2002,5.2,1030,404,English,"rsvp,rsvp 2002,RSVP"
Rambo,2008,7,196509,404,"English,Burmese,Thai","rambo,rambo 2008"
Rogue One: A Star Wars Story,2016,7.8,443466,404,English,"rogue one a star wars story,rogue one a star wars story 2016,Rogue One A Star Wars Story,rogueoneastarwarsstory"
Rogue,2013,6.9,2121,404,English,"rogue,rogue 2013"
Year of the Devil,2002,7.5,920,404,"Czech,English,Dutch","year of the devil,year of the devil 2002"
Romanzo Criminale,2005,7.2,7341,404,"Italian,English,French","romanzo criminale,romanzo criminale 2005"
Romasanta: The Werewolf Hunt,2004,5.3,3038,404,English,"romasanta the werewolf hunt,romasanta the werewolf hunt 2004,Romasanta The Werewolf Hunt,romasantathewerewolfhunt"
Romeos,2011,6.9,2819,404,"German,English,Italian","romeos,romeos 2011"
Resurrecting the Champ,2007,6.7,19163,404,English,"resurrecting the champ,resurrecting the champ 2007"
Return to Innocence,2001,7.2,782,404,English,"return to innocence,return to innocence 2001"
Restraint,2008,6.2,5375,404,English,"restraint,restraint 2008"
Retreat,2011,5.8,10027,404,English,"retreat,retreat 2011"
Return of the Ghostbusters,2007,5.5,1137,404,English,"return of the ghostbusters,return of the ghostbusters 2007"
Reykjavik-Rotterdam,2008,6.8,1986,404,"Icelandic,Dutch,English","reykjavikrotterdam,reykjavikrotterdam 2008"
Return,2011,6.1,811,404,English,"return,return 2011"
Return to Halloweentown,2006,5.8,4626,404,English,"return to halloweentown,return to halloweentown 2006"
Reversible Errors,2004,6.3,697,404,English,"reversible errors,reversible errors 2004"
Rhymes for Young Ghouls,2013,6.5,833,404,"English,Micmac","rhymes for young ghouls,rhymes for young ghouls 2013"
Remember Me,2010,7.1,126474,404,"English,Chinese","remember me,remember me 2010"
Riddick,2013,6.4,140772,404,English,"riddick,riddick 2013"
Samurai Girl,2008,6.5,1386,404,English,"samurai girl,samurai girl 2008"
San Andreas,2015,6.1,181118,404,English,"san andreas,san andreas 2015"
New Police Story,2004,7,21686,404,"Cantonese,English,Mandarin","new police story,new police story 2004"
Mad Detective,2007,7.2,6046,404,"Cantonese,English","mad detective,mad detective 2007"
Room 104,2017,6.1,2987,404,English,"room 104,room 104 2017"
Romeo & Juliet,2013,5.8,9703,404,"English,Latin","romeo juliet,romeo juliet 2013,Romeo Juliet,romeojuliet"
Sand Castles,2014,7,3325,404,English,"sand castles,sand castles 2014"
Sanctum,2011,5.9,50471,404,English,"sanctum,sanctum 2011"
Shinjuku Incident,2009,7.1,10009,404,"Mandarin,Japanese,Cantonese,English,Min Nan,Hokkien","shinjuku incident,shinjuku incident 2009"
Samurai Cop 2: Deadly Vengeance,2015,5.4,3422,404,English,"samurai cop 2 deadly vengeance,samurai cop 2 deadly vengeance 2015,Samurai Cop 2 Deadly Vengeance,samuraicop2deadlyvengeance"
The Myth,2005,6.2,12721,404,"Mandarin,Cantonese,English,Korean","the myth,the myth 2005"
Sand Castle,2017,6.3,13313,404,"English,German","sand castle,sand castle 2017"
Samurai 7,2004,7.8,3292,404,"Japanese,English","samurai 7,samurai 7 2004"
Root of All Evil,2008,6.5,570,404,English,"root of all evil,root of all evil 2008"
Rory O'Shea Was Here,2004,7.9,12832,404,English,"rory oshea was here,rory oshea was here 2004,Rory OShea Was Here,roryosheawashere"
Rosewater,2014,6.6,9523,404,English,"rosewater,rosewater 2014"
Rosencrantz and Guildenstern Are Undead,2009,5.1,692,404,English,"rosencrantz and guildenstern are undead,rosencrantz and guildenstern are undead 2009"
Sandwich,2006,5.4,589,404,"Hindi,English","sandwich,sandwich 2006"
Sandy Wexler,2017,5.1,10918,404,English,"sandy wexler,sandy wexler 2017"
Heirs,2013,7.6,3981,404,"Korean,English","heirs,heirs 2013"
Sankat City,2009,6.3,538,404,"Hindi,Marathi,Gujarati,Panjabi,English","sankat city,sankat city 2009"
Rosenstrasse,2003,6.8,2094,404,"German,English","rosenstrasse,rosenstrasse 2003"
Route Irish,2010,6.4,3823,404,"English,Arabic","route irish,route irish 2010"
Roza of Smyrna,2016,6.7,699,404,"Greek,English,Turkish","roza of smyrna,roza of smyrna 2016"
Rough Night,2017,5.2,35274,404,"English,Spanish","rough night,rough night 2017"
Last Life in the Universe,2003,7.6,10147,404,"Thai,Japanese,English","last life in the universe,last life in the universe 2003"
Royal Hearts,2018,6.3,572,404,English,"royal hearts,royal hearts 2018"
Rowdy Rathore,2012,5.8,18324,404,Hindi,"rowdy rathore,rowdy rathore 2012"
Woman in Love,2011,5.7,3107,404,"German,English","woman in love,woman in love 2011"
Roxanne Roxanne,2017,6.1,1789,404,English,"roxanne roxanne,roxanne roxanne 2017"
Rosario + Vampire,2008,7.3,1719,404,Japanese,"rosario vampire,rosario vampire 2008,Rosario Vampire,rosariovampire"
Rubber,2010,5.8,29425,404,English,"rubber,rubber 2010"
Ruby,2008,8.4,573,404,English,"ruby,ruby 2008"
Santa Baby 2: Christmas Maybe,2009,5.8,835,404,English,"santa baby 2 christmas maybe,santa baby 2 christmas maybe 2009,Santa Baby 2 Christmas Maybe,santababy2christmasmaybe"
Santa Clarita Diet,2017,7.8,35384,404,English,"santa clarita diet,santa clarita diet 2017"
Santa Paws 2: The Santa Pups,2012,5.2,898,404,English,"santa paws 2 the santa pups,santa paws 2 the santa pups 2012,Santa Paws 2 The Santa Pups,santapaws2thesantapups"
Santa's Slay,2005,5.4,7935,404,English,"santas slay,santas slay 2005,Santas Slay,santasslay"
The White Storm,2013,6.7,1762,404,"Cantonese,English,Thai","the white storm,the white storm 2013"
Dream Team 1935,2012,8,1375,404,"Latvian,English","dream team 1935,dream team 1935 2012"
Saraband,2003,7.8,5907,404,"Swedish,English,German","saraband,saraband 2003"
Sarbjit,2016,7.3,3305,404,Hindi,"sarbjit,sarbjit 2016"
Sarrainodu,2016,6.3,2290,404,"Hindi,Telugu","sarrainodu,sarrainodu 2016"
Sardaar Gabbar Singh,2016,5.1,1677,404,"Hindi,Telugu","sardaar gabbar singh,sardaar gabbar singh 2016"
Satan's Little Helper,2004,5.3,5085,404,English,"satans little helper,satans little helper 2004,Satans Little Helper,satanslittlehelper"
Sassy Pants,2012,6.2,1572,404,English,"sassy pants,sassy pants 2012"
Sass,2001,6.8,536,404,"German,English","sass,sass 2001"
Sasha,2010,6.3,1231,404,"German,Serbo-Croatian,Bosnian,English","sasha,sasha 2010"
Satisfaction,2007,7.4,1076,404,English,"satisfaction,satisfaction 2007"
Satya 2,2013,5.9,788,404,"Hindi,Telugu,Tamil","satya 2,satya 2 2013"
Satyagraha,2013,6,4413,404,Hindi,"satyagraha,satyagraha 2013"
Savages,2012,6.5,112920,404,English,"savages,savages 2012"
Savage Messiah,2002,6.5,893,404,"French,English","savage messiah,savage messiah 2002"
Saul of the Mole Men,2007,5.3,725,404,English,"saul of the mole men,saul of the mole men 2007"
Savage Grace,2007,5.9,9820,404,"English,French,Spanish","savage grace,savage grace 2007"
Sausage Party,2016,6.2,150709,404,English,"sausage party,sausage party 2016"
Saw 3D: The Final Chapter,2010,5.6,80033,404,English,"saw 3d the final chapter,saw 3d the final chapter 2010,Saw 3D The Final Chapter,saw3dthefinalchapter"
Save Me,2018,7.9,2055,404,English,"save me,save me 2018"
Save Me,2007,6.8,1878,404,English,"save me,save me 2007"
Save the Last Dance,2001,6.2,52664,404,English,"save the last dance,save the last dance 2001"
Saw,2004,7.6,341498,404,English,"saw,saw 2004"
Saw II,2005,6.6,212274,404,English,"saw ii,saw ii 2005"
Saving Mr. Wu,2015,6.7,1668,404,"Mandarin,Chinese","saving mr wu,saving mr wu 2015,Saving Mr Wu,savingmrwu"
Saved,2006,8,572,404,English,"saved,saved 2006"
Saw V,2008,5.8,103087,404,English,"saw v,saw v 2008"
Saw IV,2007,5.9,126315,404,English,"saw iv,saw iv 2007"
Save the Date,2012,5.8,6359,404,English,"save the date,save the date 2012"
Saving Hope,2012,7.6,5555,404,English,"saving hope,saving hope 2012"
Saving Silverman,2001,5.9,35826,404,"English,Thai","saving silverman,saving silverman 2001"
Saving Face,2004,7.5,8469,404,"English,Mandarin,Shanghainese","saving face,saving face 2004"
Saving Shiloh,2006,6.5,623,404,English,"saving shiloh,saving shiloh 2006"
Saving Mr. Banks,2013,7.5,134149,404,English,"saving mr banks,saving mr banks 2013,Saving Mr Banks,savingmrbanks"
Saved!,2004,6.8,42284,404,English,"saved,saved 2004,Saved"
Saving God,2008,5.9,741,404,English,"saving god,saving god 2008"
Saw III,2006,6.2,161626,404,English,"saw iii,saw iii 2006"
Saw VI,2009,6,90041,404,English,"saw vi,saw vi 2009"
Say Goodnight to the Bad Guys,2008,8,2394,404,English,"say goodnight to the bad guys,say goodnight to the bad guys 2008"
Say Yes to the Dress,2007,5.2,1430,404,English,"say yes to the dress,say yes to the dress 2007"
Scalene,2011,6,634,404,English,"scalene,scalene 2011"
Scary Movie 3,2003,5.5,124308,404,English,"scary movie 3,scary movie 3 2003"
Scare Campaign,2016,5.8,1992,404,English,"scare campaign,scare campaign 2016"
Scary Godmother: Halloween Spooktakular,2003,6.9,536,404,English,"scary godmother halloween spooktakular,scary godmother halloween spooktakular 2003,Scary Godmother Halloween Spooktakular,scarygodmotherhalloweenspooktakular"
Scenes from a Gay Marriage,2012,5.7,1016,404,English,"scenes from a gay marriage,scenes from a gay marriage 2012"
Scents and Sensibility,2011,5.3,1089,404,English,"scents and sensibility,scents and sensibility 2011"
Scenes of the Crime,2001,5.8,1653,404,English,"scenes of the crime,scenes of the crime 2001"
Scenic Route,2013,6.5,9285,404,English,"scenic route,scenic route 2013"
Scenes of a Sexual Nature,2006,6.1,4712,404,English,"scenes of a sexual nature,scenes of a sexual nature 2006"
Scary Movie 4,2006,5.1,103938,404,"English,Japanese","scary movie 4,scary movie 4 2006"
Scary Movie 2,2001,5.3,134057,404,English,"scary movie 2,scary movie 2 2001"
Schitt's Creek,2015,8,11671,404,English,"schitts creek,schitts creek 2015,Schitts Creek,schittscreek"
Shadows of Time,2004,7.7,950,404,"Bengali,English","shadows of time,shadows of time 2004"
Schultze Gets the Blues,2003,7,3428,404,"German,English,French","schultze gets the blues,schultze gets the blues 2003"
School for Seduction,2004,5.1,1010,404,English,"school for seduction,school for seduction 2004"
School of Rock,2003,7.1,234706,404,English,"school of rock,school of rock 2003"
School for Scoundrels,2006,5.9,27422,404,English,"school for scoundrels,school for scoundrels 2006"
School of Life,2005,6.5,4658,404,English,"school of life,school of life 2005"
Schutzengel,2012,5.8,3397,404,"German,English,Russian,Turkish","schutzengel,schutzengel 2012"
Screen Junkies Movie Fights,2014,8.2,819,404,English,"screen junkies movie fights,screen junkies movie fights 2014"
Second Chance,2016,7.6,10685,404,English,"second chance,second chance 2016"
Seasons change: Phror arkad plian plang boi,2006,7.7,569,404,Thai,"seasons change phror arkad plian plang boi,seasons change phror arkad plian plang boi 2006,Seasons change Phror arkad plian plang boi,seasonschangephrorarkadplianplangboi"
Scooby-Doo & Batman: The Brave and the Bold,2018,6.7,754,404,English,"scoobydoo batman the brave and the bold,scoobydoo batman the brave and the bold 2018,Scooby Doo Batman The Brave and the Bold,scooby doo batman the brave and the bold,scoobydoobatmanthebraveandthebold"
Scooby-Doo! The Mystery Begins,2009,5.6,4362,404,English,"scoobydoo the mystery begins,scoobydoo the mystery begins 2009,Scooby Doo The Mystery Begins,scooby doo the mystery begins,scoobydoothemysterybegins"
Second Chances,2013,7.1,1064,404,English,"second chances,second chances 2013"
See Spot Run,2001,5.4,7919,404,"English,American Sign Language","see spot run,see spot run 2001"
Semi-Pro,2008,5.8,72722,404,English,"semipro,semipro 2008"
See You in Montevideo,2014,8.4,5528,404,"Serbian,Spanish,English","see you in montevideo,see you in montevideo 2014"
Seeking a Friend for the End of the World,2012,6.7,99665,404,English,"seeking a friend for the end of the world,seeking a friend for the end of the world 2012"
Self/less,2015,6.5,76773,404,English,"selfless,selfless 2015,Selfless"
Selma,2014,7.5,74802,404,English,"selma,selma 2014"
40787,2002,7,5091,404,"English,Spanish,French,Arabic,Hebrew,Persian,French Sign Language,Japanese","september 11,september 11 2002"
Seraphim Falls,2006,6.7,26768,404,English,"seraphim falls,seraphim falls 2006"
Separation City,2009,5.8,801,404,"English,German","separation city,separation city 2009"
Seven Days in Utopia,2011,6.1,2610,404,English,"seven days in utopia,seven days in utopia 2011"
Sex Drive,2008,6.5,78450,404,English,"sex drive,sex drive 2008"
Shakthi: The Power,2002,6.1,3833,404,"Hindi,English","shakthi the power,shakthi the power 2002,Shakthi The Power,shakthithepower"
Shadow Dancer,2012,6.2,11070,404,English,"shadow dancer,shadow dancer 2012"
Shall We Dance,2004,6.1,39519,404,English,"shall we dance,shall we dance 2004"
Sharpe's Challenge,2006,7.6,2348,404,"English,Hindi,French","sharpes challenge,sharpes challenge 2006,Sharpes Challenge,sharpeschallenge"
Sharp as Marbles,2008,5.8,778,404,English,"sharp as marbles,sharp as marbles 2008"
Shattered Glass,2003,7.2,30943,404,English,"shattered glass,shattered glass 2003"
She's Too Young,2004,6.1,2104,404,English,"shes too young,shes too young 2004,Shes Too Young,shestooyoung"
She's the Man,2006,6.4,132049,404,English,"shes the man,shes the man 2006,Shes the Man,shestheman"
Shin Godzilla,2016,6.7,15669,404,"Japanese,Japanese Sign Language,English,German","shin godzilla,shin godzilla 2016"
Shock to the System,2006,6.7,845,404,English,"shock to the system,shock to the system 2006"
The Wedding Weekend,2006,5.8,594,404,English,"the wedding weekend,the wedding weekend 2006"
Sightseers,2012,6.5,23356,404,English,"sightseers,sightseers 2012"
Sideways,2004,7.5,165651,404,"English,Armenian","sideways,sideways 2004"
Sidewalks of New York,2001,6.5,5947,404,English,"sidewalks of new york,sidewalks of new york 2001"
The Lullaby,2017,6.1,1242,404,English,"the lullaby,the lullaby 2017"
"Signed, Sealed, Delivered: From Paris with Love",2015,7.6,539,404,English,"signed sealed delivered from paris with love,signed sealed delivered from paris with love 2015,Signed Sealed Delivered From Paris with Love,signedsealeddeliveredfrompariswithlove"
